1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,3_r1_smiles,3_reaction,4_r1_smiles,4_r2_smiles,4_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit1_short,hit2_short,placed,datetime,num_steps
,,,,,,,,,,,cx1298a-cx0544a,2024-09-03,No routes found for C[C@H]1CN[C@H]2[C@H]1[C@@H]1NCCN1[C@@H]1C[C@H](NC(N)=O)CCN12.,NoSynthesisRoute,CHIKV_MacB-x0544_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1298_B_401_CHIKV_MacB-x0300+A+401+1,QXCIGUDLGJJURP-ZRFFIENRSA-N,66.0,,,,C[C@H]1CN[C@H]2[C@H]1[C@@H]1NCCN1[C@@H]1C[C@H](NC(N)=O)CCN12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1758.0,,,,cx0544a,cx1298a,False,2024-09-03 17:58:00,0.0
,,,,,,,,,,,cx0317a-cx1402a,2024-09-03,No routes found for CC1=C([C@@H](CO)OCc2c[nH]c3nccc-3c2)C(=O)N=N1.,NoSynthesisRoute,CHIKV_MacB-x0317_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1402_A_401_CHIKV_MacB-x0300+A+401+1,ZJILPZZKKJHMJM-LLVKDONJSA-N,15.0,,,,CC1=C([C@@H](CO)OCc2c[nH]c3nccc-3c2)C(=O)N=N1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1733.0,,,,cx0317a,cx1402a,False,2024-09-03 17:33:00,0.0
,,,,,,,,,,,cx0892a-cx1194a,2024-09-04,No routes found for C[C@H]1C=C(Cc2cccs2)N(O)[C@@H]2[C@@H]1CNN2C.,NoSynthesisRoute,CHIKV_MacB-x1194_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,CKWFMDJYZBBFKD-ZWKOPEQDSA-N,129.0,,,,C[C@H]1C=C(Cc2cccs2)N(O)[C@@H]2[C@@H]1CNN2C,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,850.0,,,,cx1194a,cx0892a,False,2024-09-04 08:50:00,0.0
,,,,,,,,,,,cx0353a-cx1298a,2024-09-04,No routes found for CNc1nccc2ccc3cn(C)cc3c12.,NoSynthesisRoute,CHIKV_MacB-x1298_B_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0353_A_304_CHIKV_MacB-x0300+A+401+1,MSMSBXYBPXPEDC-UHFFFAOYSA-N,137.0,,,,CNc1nccc2ccc3cn(C)cc3c12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,854.0,,,,cx1298a,cx0353a,False,2024-09-04 08:54:00,0.0
NC1CCCC1c1csc(-c2nc[nH]n2)n1,Cc1nsc(F)n1,N-nucleophilic_aromatic_substitution,,,,,,,,,CHIKVMac-DLS-JA002,2024-09-03,,,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0281_C_304_CHIKV_MacB-x0300+A+401+1,SCMCRGMETQKMMQ-RKDXNWHRSA-N,1.0,4.0,4.0,pJjf8p,Cc1nsc(N[C@@H]2CCC[C@H]2c2csc(-c3nc[nH]n3)n2)n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0281a_apo-desolv.pdb,1711.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/SCMCRGMETQKMMQ-RKDXNWHRSA-N/SCMCRGMETQKMMQ-RKDXNWHRSA-N_pJjf8p_to_hippo.pkl.gz,4.0,1.0,cx0406a,cx0281a,True,2024-09-03 17:11:00,1.0
,,,,,,,,,,,cx0294a-cx0505a,2024-09-04,No routes found for Cc1cn2c(c1O)-c1c(N)ccc(F)c1OCC(F)(F)C2.,NoSynthesisRoute,CHIKV_MacB-x0294_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0505_A_401_CHIKV_MacB-x0300+A+401+1,IREBZKCAAUBPGU-UHFFFAOYSA-N,182.0,,,,Cc1cn2c(c1O)-c1c(N)ccc(F)c1OCC(F)(F)C2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,916.0,,,,cx0294a,cx0505a,False,2024-09-04 09:16:00,0.0
O=c1cc(Br)cc[nH]1,CCc1nc(CCl)no1,Nucleophilic_substitution_with_amine,,,,,,,,,cx1091a-cx0316a,2024-09-04,,,CHIKV_MacB-x1091_C_308_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,QQERROZMPKKQER-UHFFFAOYSA-N,222.0,1540.0,853.0,eaAXaE,CCc1nc(Cn2ccc(Br)cc2=O)no1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1030.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/QQERROZMPKKQER-UHFFFAOYSA-N/QQERROZMPKKQER-UHFFFAOYSA-N_eaAXaE_to_hippo.pkl.gz,1848.0,1554.0,cx1091a,cx0316a,True,2024-09-04 10:30:00,1.0
,,,,,,,,,,,cx0632a-cx1135a,2024-09-03,No routes found for CN[C@H](c1cnn(-c2ccccc2)c1)c1ccc(=O)[nH]n1.,NoSynthesisRoute,CHIKV_MacB-x0632_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1135_A_304_CHIKV_MacB-x0300+A+401+1,DMSOFTVAFCKEDY-OAHLLOKOSA-N,90.0,,,,CN[C@H](c1cnn(-c2ccccc2)c1)c1ccc(=O)[nH]n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1810.0,,,,cx0632a,cx1135a,False,2024-09-03 18:10:00,0.0
,,,,,,,,,,,cx0969d-cx0935a,2024-09-04,No routes found for OCc1cc2c(c(Nc3ccc(O)cc3)c1O)OCC2.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_C_501_CHIKV_MacB-x0300+A+401+1,XIZQDAMBIPVMJZ-UHFFFAOYSA-N,347.0,,,,OCc1cc2c(c(Nc3ccc(O)cc3)c1O)OCC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1039.0,,,,cx0935a,cx0969d,False,2024-09-04 10:39:00,0.0
,,,,,,,,,,,cx0281a-cx1182a,2024-09-03,No routes found for O=S1(=O)CC[C@]2(C1)NN[C@H](c1nccs1)N2.,NoSynthesisRoute,CHIKV_MacB-x1182_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0281_C_304_CHIKV_MacB-x0300+A+401+1,FBHJHWAHVCAMAH-HTRCEHHLSA-N,19.0,,,,O=S1(=O)CC[C@]2(C1)NN[C@H](c1nccs1)N2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1735.0,,,,cx1182a,cx0281a,False,2024-09-03 17:35:00,0.0
,,,,,,,,,,,cx0732a-cx1091a,2024-09-03,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0732_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1091_C_308_CHIKV_MacB-x0300+A+401+1,BUGKJGCKUVGRLJ-UHFFFAOYSA-N,31.0,,,,CN(C(=O)c1cn[nH]c1)c1ccc(=O)n(CCO)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1741.0,,,,cx0732a,cx1091a,False,2024-09-03 17:41:00,0.0
,,,,,,,,,,,cx0892a-cx0544a,2024-09-04,No routes found for CN1N[C@H]2[C@H](CCC[C@@H]2NC(N)=O)[C@H]1C(=O)NCc1cccs1.,NoSynthesisRoute,CHIKV_MacB-x0544_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,IJHYHZFJXYOGQA-CYDGBPFRSA-N,127.0,,,,CN1N[C@H]2[C@H](CCC[C@@H]2NC(N)=O)[C@H]1C(=O)NCc1cccs1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,849.0,,,,cx0544a,cx0892a,False,2024-09-04 08:49:00,0.0
Clc1ccncc1,CNC1CCN(c2ccccc2F)C1=O,N-nucleophilic_aromatic_substitution,,,,,,,,,cx0398a-cx0824a,2024-09-03,,,CHIKV_MacB-x0398_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0824_A_401_CHIKV_MacB-x0300+A+401+1,LKDGGWMXOHPRMI-HNNXBMFYSA-N,56.0,3152.0,2871.0,DTFrJP,CN(c1ccncc1)[C@H]1CCN(c2ccccc2F)C1=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1915.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/LKDGGWMXOHPRMI-HNNXBMFYSA-N/LKDGGWMXOHPRMI-HNNXBMFYSA-N_DTFrJP_to_hippo.pkl.gz,15810.0,4683.0,cx0398a,cx0824a,True,2024-09-03 19:15:00,1.0
NC(=O)Nc1cccc(N)c1,COC(=O)CCc1nc(Cn2ccccc2=O)no1,Ester_amidation,,,,,,,,,cx0544a-cx0316a,2024-09-03,,,CHIKV_MacB-x0544_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,TYBDSUPMDPIPBB-UHFFFAOYSA-N,37.0,439.0,245.0,CUzZ4y,NC(=O)Nc1cccc(NC(=O)CCc2nc(Cn3ccccc3=O)no2)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1824.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/TYBDSUPMDPIPBB-UHFFFAOYSA-N/TYBDSUPMDPIPBB-UHFFFAOYSA-N_CUzZ4y_to_hippo.pkl.gz,1680.0,1403.0,cx0544a,cx0316a,True,2024-09-03 18:24:00,1.0
,,,,,,,,,,,cx1444a-cx0756a,2024-09-03,No routes found for CCCNc1cccc(N[C@@H](C)N)c1.,NoSynthesisRoute,CHIKV_MacB-x1444_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0756_A_304_CHIKV_MacB-x0300+A+401+1,SFSHXZUXGGZRLN-VIFPVBQESA-N,82.0,,,,CCCNc1cccc(N[C@@H](C)N)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1806.0,,,,cx1444a,cx0756a,False,2024-09-03 18:06:00,0.0
,,,,,,,,,,,cx1271a-cx1445a,2024-09-03,No attachment points found for reaction N-Bn_deprotection,ReactionError,CHIKV_MacB-x1271_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1445_A_305_CHIKV_MacB-x0300+A+401+1,YRASGDJLRQZFBO-UHFFFAOYSA-N,64.0,,,,Nc1sc2ccccc2c1O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1757.0,,,,cx1271a,cx1445a,False,2024-09-03 17:57:00,0.0
,,,,,,,,,,,cx1134a-cx0406a,2024-09-04,No routes found for CS1(C)N[C@@H](NO)N[C@H]1N[C@@H]1CCC[C@H]1CO.,NoSynthesisRoute,CHIKV_MacB-x1134_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,YNUGPORRUYXXJV-SGIHWFKDSA-N,116.0,,,,CS1(C)N[C@@H](NO)N[C@H]1N[C@@H]1CCC[C@H]1CO,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,843.0,,,,cx1134a,cx0406a,False,2024-09-04 08:43:00,0.0
Nc1cc(O)ccc1Br,COCC(N)=O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,,cx0935a-cx1353a,2024-09-04,,,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1353_D_304_CHIKV_MacB-x0300+A+401+1,XMHJIXAUMMKGLT-UHFFFAOYSA-N,334.0,9884.0,2028.0,ToGzdz,COCC(=O)Nc1ccc(O)cc1N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1452.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/XMHJIXAUMMKGLT-UHFFFAOYSA-N/XMHJIXAUMMKGLT-UHFFFAOYSA-N_ToGzdz_to_hippo.pkl.gz,20327.0,7864.0,cx0935a,cx1353a,True,2024-09-04 14:52:00,1.0
,,,,,,,,,,,cx0289a-cx1379b,2024-09-04,No routes found for Nc1ccc(S(=O)(=O)N[C@H]2CC3=C(O[CH][CH]O3)[C@@H](CO)N2)cc1.,NoSynthesisRoute,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1379_A_306_CHIKV_MacB-x0300+A+401+1,IFERQXGJVWKAMM-YPMHNXCESA-N,257.0,,,,Nc1ccc(S(=O)(=O)N[C@H]2CC3=C(O[CH][CH]O3)[C@@H](CO)N2)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,954.0,,,,cx0289a,cx1379b,False,2024-09-04 09:54:00,0.0
,,,,,,,,,,,cx0270a-cx1268a,2024-09-04,No routes found for Cn1cc(C(=O)NCS(=O)(=O)c2ncc[nH]2)c2ccccc21.,NoSynthesisRoute,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1268_B_304_CHIKV_MacB-x0300+A+401+1,IFJGDXDECFZXKC-UHFFFAOYSA-N,249.0,,,,Cn1cc(C(=O)NCS(=O)(=O)c2ncc[nH]2)c2ccccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,950.0,,,,cx0270a,cx1268a,False,2024-09-04 09:50:00,0.0
,,,,,,,,,,,cx0894b-cx0289a,2024-09-04,No atoms found involved in reaction Buchwald-Hartwig_amidation_with_amide-like_nucleophile in mol Nc1ccc(S(N)(=O)=O)cc1 and Clc1c(I)ccc2nc[nH]c12,SMARTSError,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0894_A_402_CHIKV_MacB-x0300+A+401+1,IIRPMUAXXAQELO-UHFFFAOYSA-N,310.0,,,,Nc1ccc(S(=O)(=O)Nc2ccc3nc[nH]c3c2Cl)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1021.0,,,,cx0289a,cx0894b,False,2024-09-04 10:21:00,0.0
,,,,,,,,,,,cx0289a-cx1444a,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1444_A_401_CHIKV_MacB-x0300+A+401+1,WMAVVGHHCTWCET-UHFFFAOYSA-N,260.0,,,,Nc1ccc2c3c(cccc13)NCO[S@@H]2Nc1ccccn1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,955.0,,,,cx0289a,cx1444a,False,2024-09-04 09:55:00,0.0
,,,,,,,,,,,cx0935a-cx1444a,2024-09-04,No routes found for COCC(=O)N[C@H]1CC[C@@H](O)CC12CCCCC2.,NoSynthesisRoute,CHIKV_MacB-x1444_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CIPQOZURUVCWIO-NEPJUHHUSA-N,341.0,,,,COCC(=O)N[C@H]1CC[C@@H](O)CC12CCCCC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1036.0,,,,cx1444a,cx0935a,False,2024-09-04 10:36:00,0.0
,,,,,,,,,,,cx1372a-cx1305a,2024-09-03,No routes found for N[C@]12CCC3=C1C(=CC=CN3)OC2.,NoSynthesisRoute,CHIKV_MacB-x1372_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1305_A_304_CHIKV_MacB-x0300+A+401+1,ZRMCIUVWUAZRDK-JTQLQIEISA-N,22.0,,,,N[C@]12CCC3=C1C(=CC=CN3)OC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1736.0,,,,cx1372a,cx1305a,False,2024-09-03 17:36:00,0.0
,,,,,,,,,,,cx0399f-cx0270a,2024-09-04,No routes found for CNC(=O)C1=CN(C)N=c2c(C(=O)NC)cccc2=C1.,NoSynthesisRoute,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0399_C_309_CHIKV_MacB-x0300+A+401+1,GFWMDXMIJPXVBE-UHFFFAOYSA-N,271.0,,,,CNC(=O)C1=CN(C)N=c2c(C(=O)NC)cccc2=C1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1001.0,,,,cx0270a,cx0399f,False,2024-09-04 10:01:00,0.0
,,,,,,,,,,,cx0300a-cx0399a,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0399_A_401_CHIKV_MacB-x0300+A+401+1,OZFXABSOQMQAMP-HSAUOIESSA-N,196.0,,,,CNC(=O)C1=C2N=CC=C2C=S2C=C(C(=O)N[C@@H]3CCC(=O)NC3)N=C12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,923.0,,,,cx0300a,cx0399a,False,2024-09-04 09:23:00,0.0
,,,,,,,,,,,cx1203a-cx0477a,2024-09-04,No routes found for N[C@H]1N[C@H]2CCC[C@@H]2[C@H]2N(CCO)NCN12.,NoSynthesisRoute,CHIKV_MacB-x0477_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1203_A_304_CHIKV_MacB-x0300+A+401+1,LRXYCHULKTTXDP-QEYWKRMJSA-N,157.0,,,,N[C@H]1N[C@H]2CCC[C@@H]2[C@H]2N(CCO)NCN12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,904.0,,,,cx0477a,cx1203a,False,2024-09-04 09:04:00,0.0
O=C(O)Cc1cccc(=O)[nH]1,Cc1ccncc1N,Amidation,,,,,,,,,cx1135a-cx0305a,2024-09-04,,,CHIKV_MacB-x0305_C_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1135_A_304_CHIKV_MacB-x0300+A+401+1,KIULBMGWDSJTMM-UHFFFAOYSA-N,178.0,3996.0,2596.0,ZLzGWa,Cc1ccncc1NC(=O)Cc1cccc(=O)[nH]1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1037.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/KIULBMGWDSJTMM-UHFFFAOYSA-N/KIULBMGWDSJTMM-UHFFFAOYSA-N_ZLzGWa_to_hippo.pkl.gz,4792.0,3390.0,cx0305a,cx1135a,True,2024-09-04 10:37:00,1.0
,,,,,,,,,,,cx0505a-cx0760a,2024-09-04,The reactants do not match the reaction SMARTS in reaction Ester_amidation in mol CC1Nc2cccc(F)c2C(=O)C1C and CC(=O)OC(C)(C)C.,SMARTSError,CHIKV_MacB-x0760_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0505_A_401_CHIKV_MacB-x0300+A+401+1,XLASQQYAGIBQKG-HTQZYQBOSA-N,241.0,,,,CC(=O)N1c2cccc(F)c2C(=O)[C@H](C)[C@H]1C,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,946.0,,,,cx0760a,cx0505a,False,2024-09-04 09:46:00,0.0
,,,,,,,,,,,cx0585a-cx0316a,2024-09-04,No routes found for CCc1nc(C[C@@H]2CC[C@H]3CN(C(=O)c4cccc(F)c4)CC[C@H]3C[C@H]2O)no1.,NoSynthesisRoute,CHIKV_MacB-x0585_B_308_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,UQIKLGQVBGVCAT-RIVXBTQJSA-N,149.0,,,,CCc1nc(C[C@@H]2CC[C@H]3CN(C(=O)c4cccc(F)c4)CC[C@H]3C[C@H]2O)no1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,900.0,,,,cx0585a,cx0316a,False,2024-09-04 09:00:00,0.0
,,,,,,,,,,,cx0894a-cx1305a,2024-09-04,No routes found for On1cnc2c(Cl)cccc21.,NoSynthesisRoute,CHIKV_MacB-x1305_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0894_A_401_CHIKV_MacB-x0300+A+401+1,AFCUYNSAPSJSMW-UHFFFAOYSA-N,235.0,,,,On1cnc2c(Cl)cccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,943.0,,,,cx1305a,cx0894a,False,2024-09-04 09:43:00,0.0
,,,,,,,,,,,cx0300a-cx0436a,2024-09-04,No routes found for O=C1C[C@H](N2CCN[C@H](CC3CCCCC3)C2=O)[C@@H](NC(=O)c2cscn2)CN1.,NoSynthesisRoute,CHIKV_MacB-x0436_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,XUUNKUVRUIOYAF-VYDXJSESSA-N,192.0,,,,O=C1C[C@H](N2CCN[C@H](CC3CCCCC3)C2=O)[C@@H](NC(=O)c2cscn2)CN1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,922.0,,,,cx0436a,cx0300a,False,2024-09-04 09:22:00,0.0
,,,,,,,,,,,cx0935a-cx1372a,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x1372_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,JVZUSVQRUZFJRS-UHFFFAOYSA-N,335.0,,,,COCC(=O)Nc1ccc(O)c(Cl)c1C(N)=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1033.0,,,,cx1372a,cx0935a,False,2024-09-04 10:33:00,0.0
,,,,,,,,,,,cx0756a-cx1288a,2024-09-04,No routes found for c1cc2c(ccc3c[nH]nc32)cn1.,NoSynthesisRoute,CHIKV_MacB-x1288_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0756_A_304_CHIKV_MacB-x0300+A+401+1,KEWAXFKLLZDCDX-UHFFFAOYSA-N,203.0,,,,c1cc2c(ccc3c[nH]nc32)cn1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,927.0,,,,cx1288a,cx0756a,False,2024-09-04 09:27:00,0.0
,,,,,,,,,,,cx1371a-cx0544a,2024-09-03,No routes found for C/C=N/[C@]1(N)C[C@H](NC(N)=O)CCc2ccc(Cl)cc21.,NoSynthesisRoute,CHIKV_MacB-x0544_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1371_C_401_CHIKV_MacB-x0300+A+401+1,LYGDWOKYSJFDGU-CYKWSWCBSA-N,41.0,,,,C/C=N/[C@]1(N)C[C@H](NC(N)=O)CCc2ccc(Cl)cc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1746.0,,,,cx0544a,cx1371a,False,2024-09-03 17:46:00,0.0
,,,,,,,,,,,cx0692a-cx0969a,2024-09-04,No routes found for COCC(=O)N[C@H]1CCCC[C@]12CCC[C@H](CO)C2.,NoSynthesisRoute,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,IOWPYPUKJIGVJE-KCQAQPDRSA-N,281.0,,,,COCC(=O)N[C@H]1CCCC[C@]12CCC[C@H](CO)C2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1006.0,,,,cx0692a,cx0969a,False,2024-09-04 10:06:00,0.0
,,,,,,,,,,,cx1076a-cx0692a,2024-09-04,No routes found for COCC(=O)N[C@H]1CCCC[C@]12C(=O)NCC[C@@H]2Br.,NoSynthesisRoute,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1076_B_401_CHIKV_MacB-x0300+A+401+1,FNHGBIFBXKFXQD-OUJBWJOFSA-N,352.0,,,,COCC(=O)N[C@H]1CCCC[C@]12C(=O)NCC[C@@H]2Br,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1042.0,,,,cx0692a,cx1076a,False,2024-09-04 10:42:00,0.0
,,,,,,,,,,,cx0760a-cx0441a,2024-09-03,No routes found for NC(=O)c1ccc2[nH]n(-c3ccccc3)c(=O)c2c1.,NoSynthesisRoute,CHIKV_MacB-x0760_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0441_D_401_CHIKV_MacB-x0300+A+401+1,USJLEMAYLJACKY-UHFFFAOYSA-N,98.0,,,,NC(=O)c1ccc2[nH]n(-c3ccccc3)c(=O)c2c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1814.0,,,,cx0760a,cx0441a,False,2024-09-03 18:14:00,0.0
