1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,3_r1_smiles,3_reaction,4_r1_smiles,4_r2_smiles,4_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit1_short,hit2_short,placed,datetime,num_steps
,,,,,,,,,,,cx0969d-cx0289a,2024-09-04,No atoms found involved in reaction Buchwald-Hartwig_amidation_with_amide-like_nucleophile in mol OCc1cc(Br)c2c(c1)CCO2 and Nc1ccc(S(N)(=O)=O)cc1,SMARTSError,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_C_501_CHIKV_MacB-x0300+A+401+1,NCILFCAMRSYQKX-UHFFFAOYSA-N,345.0,,,,Nc1ccc(S(=O)(=O)Nc2cc(CO)cc3c2OCC3)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1038.0,,,,cx0289a,cx0969d,False,2024-09-04 10:38:00,0.0
,,,,,,,,,,,cx1372a-cx1417a,2024-09-03,No routes found for CCCc1ccc(N)c2c1c(C)nn2O.,NoSynthesisRoute,CHIKV_MacB-x1372_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1417_A_304_CHIKV_MacB-x0300+A+401+1,NUNGWDWCSJIJQO-UHFFFAOYSA-N,26.0,,,,CCCc1ccc(N)c2c1c(C)nn2O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1738.0,,,,cx1372a,cx1417a,False,2024-09-03 17:38:00,0.0
CC(C)(C)B(O)O,Brc1cnc2ccccc2n1,Sp3-sp2_Suzuki_coupling,,,,,,,,,cx0839a-cx1299a,2024-09-04,,,CHIKV_MacB-x0839_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1299_C_401_CHIKV_MacB-x0300+A+401+1,MMXSHBZOILNLPJ-UHFFFAOYSA-N,167.0,2312.0,1561.0,asecS4,CC(C)(C)c1cnc2ccccc2n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1110.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/MMXSHBZOILNLPJ-UHFFFAOYSA-N/MMXSHBZOILNLPJ-UHFFFAOYSA-N_asecS4_to_hippo.pkl.gz,2895.0,1860.0,cx0839a,cx1299a,True,2024-09-04 11:10:00,1.0
,,,,,,,,,,,cx0935a-cx0477a,2024-09-04,No routes found for COCC(=O)N[C@H]1CC[C@@H](O)[C@@]2(C1)[C@@H](C(N)=O)CNN2CCO.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0477_A_401_CHIKV_MacB-x0300+A+401+1,YQIWVNUMRNXSFL-ICUOPCATSA-N,316.0,,,,COCC(=O)N[C@H]1CC[C@@H](O)[C@@]2(C1)[C@@H](C(N)=O)CNN2CCO,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1024.0,,,,cx0935a,cx0477a,False,2024-09-04 10:24:00,0.0
,,,,,,,,,,,cx1260a-cx0935a,2024-09-04,No routes found for Nc1cc2c3c(cccc3c1)CC(Nc1ccc(O)cc1)C2.,NoSynthesisRoute,CHIKV_MacB-x1260_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,VQIBYMODFAYWEL-UHFFFAOYSA-N,308.0,,,,Nc1cc2c3c(cccc3c1)CC(Nc1ccc(O)cc1)C2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1020.0,,,,cx1260a,cx0935a,False,2024-09-04 10:20:00,0.0
,,,,,,,,,,,cx1299a-cx1278a,2024-09-04,No routes found for COC[C@@H](C)n1c(N)nc2ccccc21.,NoSynthesisRoute,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1299_C_401_CHIKV_MacB-x0300+A+401+1,SRBKGIOKGZEZBL-MRVPVSSYSA-N,198.0,,,,COC[C@@H](C)n1c(N)nc2ccccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,925.0,,,,cx1278a,cx1299a,False,2024-09-04 09:25:00,0.0
,,,,,,,,,,,cx0270a-cx0312a,2024-09-04,The reactants do not match the reaction SMARTS in reaction Nucleophilic_substitution_with_amine in mol CNC(=O)c1c[nH]c2ccccc12 and CN(C)C(=O)CI.,SMARTSError,CHIKV_MacB-x0312_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,INJSTVWIPZXNGJ-UHFFFAOYSA-N,245.0,,,,CNC(=O)c1cn(CC(=O)N(C)C)c2ccccc12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,948.0,,,,cx0312a,cx0270a,False,2024-09-04 09:48:00,0.0
,,,,,,,,,,,cx0632a-cx0316a,2024-09-03,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0632_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,XZZIEIPBDBERLL-UHFFFAOYSA-N,92.0,,,,CCc1nc(Cn2cc(C)c(Cc3cnn(-c4ccccc4)c3)cc2=O)no1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1811.0,,,,cx0632a,cx0316a,False,2024-09-03 18:11:00,0.0
,,,,,,,,,,,cx0477a-cx0394a,2024-09-04,No routes found for N[C@@H](N=O)c1cnn(CCO)c1C(F)F.,NoSynthesisRoute,CHIKV_MacB-x0477_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0394_D_304_CHIKV_MacB-x0300+A+401+1,BPARDJHSZTZNKH-ZETCQYMHSA-N,151.0,,,,N[C@@H](N=O)c1cnn(CCO)c1C(F)F,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,901.0,,,,cx0477a,cx0394a,False,2024-09-04 09:01:00,0.0
,,,,,,,,,,,cx0399a-cx0289a,2024-09-04,No routes found for CCc1cc[nH]c1[C@@H]1C[C@@H](CCCN)[C@](C)(Nc2ccccn2)C1=O.,NoSynthesisRoute,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0399_A_401_CHIKV_MacB-x0300+A+401+1,IUYJGMKGEWUZKR-GUXCAODWSA-N,269.0,,,,CCc1cc[nH]c1[C@@H]1C[C@@H](CCCN)[C@](C)(Nc2ccccn2)C1=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1000.0,,,,cx0289a,cx0399a,False,2024-09-04 10:00:00,0.0
,,,,,,,,,,,cx0522a-cx1183a,2024-09-03,No routes found for CN(C)C(=O)c1cccc2c(CO)nc3ccccc3c12.,NoSynthesisRoute,CHIKV_MacB-x0522_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1183_B_304_CHIKV_MacB-x0300+A+401+1,CUONIIGLNBPCDQ-UHFFFAOYSA-N,55.0,,,,CN(C)C(=O)c1cccc2c(CO)nc3ccccc3c12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1753.0,,,,cx0522a,cx1183a,False,2024-09-03 17:53:00,0.0
,,,,,,,,,,,cx0864a-cx0289a,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,HWTLYJYQSUYXNF-FKBVNXBNSA-N,295.0,,,,c1ccc(NOc2oc3c4c2CC[C@H]2Nc5cn[nH]c5[C@H](CC3)C2O4)nc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1013.0,,,,cx0289a,cx0864a,False,2024-09-04 10:13:00,0.0
,,,,,,,,,,,cx1298a-cx0839a,2024-09-03,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x1298_B_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0839_A_401_CHIKV_MacB-x0300+A+401+1,QVRFFBSQAUABAF-VXWIUBPCSA-N,68.0,,,,C/C1=C/C=C\c2c(ncn2C)N(C)C1=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1759.0,,,,cx1298a,cx0839a,False,2024-09-03 17:59:00,0.0
,,,,,,,,,,,cx1402a-cx0316a,2024-09-04,No routes found for C[C@H](c1cnc2[nH]ccc2c1)c1nc(Cn2ccccc2=O)no1.,NoSynthesisRoute,CHIKV_MacB-x1402_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,BWYZNNJKCYGIJJ-LLVKDONJSA-N,170.0,,,,C[C@H](c1cnc2[nH]ccc2c1)c1nc(Cn2ccccc2=O)no1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,910.0,,,,cx1402a,cx0316a,False,2024-09-04 09:10:00,0.0
,,,,,,,,,,,cx0935a-cx0864d,2024-09-04,No routes found for Oc1ccc(NN2COc3cc(-c4ccn[nH]4)ccc32)cc1.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_C_401_CHIKV_MacB-x0300+A+401+1,LQNAXKMPRWMOMP-UHFFFAOYSA-N,321.0,,,,Oc1ccc(NN2COc3cc(-c4ccn[nH]4)ccc32)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1026.0,,,,cx0935a,cx0864d,False,2024-09-04 10:26:00,0.0
,,,,,,,,,,,cx0353a-cx0406a,2024-09-04,No routes found for OC[C@@H]1CCC[C@H]1N[C@@H]1N[C@]2(NCCc3ccccc32)NS1.,NoSynthesisRoute,CHIKV_MacB-x0353_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,UDYCJHCLGLVBPC-XZDPQHSOSA-N,139.0,,,,OC[C@@H]1CCC[C@H]1N[C@@H]1N[C@]2(NCCc3ccccc32)NS1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,855.0,,,,cx0353a,cx0406a,False,2024-09-04 08:55:00,0.0
Nc1cc(Br)c[nH]1,CCCO,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,CCCNc1cc(Br)c[nH]1,CC(C)CCB(O)O,Sp3-sp2_Suzuki_coupling,,,,,,cx1278a-cx0353a,2024-09-04,,,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0353_A_304_CHIKV_MacB-x0300+A+401+1,VXOZIAXPIMEJPP-UHFFFAOYSA-N,106.0,10000.0,1692.0,BbS6ek,CCCNc1cc(CCC(C)C)c[nH]1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1625.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/VXOZIAXPIMEJPP-UHFFFAOYSA-N/VXOZIAXPIMEJPP-UHFFFAOYSA-N_BbS6ek_to_hippo.pkl.gz,30970.0,9996.0,cx1278a,cx0353a,True,2024-09-04 16:25:00,2.0
,,,,,,,,,,,cx1371a-cx1406a,2024-09-03,No routes found for N[C@H]1NCCNC2=C1CCC2.,NoSynthesisRoute,CHIKV_MacB-x1371_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1406_A_304_CHIKV_MacB-x0300+A+401+1,JMUAYQTUOQUXMA-QMMMGPOBSA-N,45.0,,,,N[C@H]1NCCNC2=C1CCC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1748.0,,,,cx1371a,cx1406a,False,2024-09-03 17:48:00,0.0
,,,,,,,,,,,cx0692a-cx1134a,2024-09-04,No routes found for COCC(=O)N1C[C@H](/C(N)=N/O)c2ccccc21.,NoSynthesisRoute,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1134_A_305_CHIKV_MacB-x0300+A+401+1,SPMSYTVRNZIFCI-VIFPVBQESA-N,285.0,,,,COCC(=O)N1C[C@H](/C(N)=N/O)c2ccccc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1008.0,,,,cx0692a,cx1134a,False,2024-09-04 10:08:00,0.0
,,,,,,,,,,,cx0294a-cx0317a,2024-09-04,No routes found for N#CCc1nccn1CC(F)(F)OC1=C(CCO)C(=O)N=N1.,NoSynthesisRoute,CHIKV_MacB-x0317_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0294_A_401_CHIKV_MacB-x0300+A+401+1,FOLIGXJSWKWUJI-UHFFFAOYSA-N,180.0,,,,N#CCc1nccn1CC(F)(F)OC1=C(CCO)C(=O)N=N1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,915.0,,,,cx0317a,cx0294a,False,2024-09-04 09:15:00,0.0
O=C(O)c1ccc(CO)c2c1OCCO2,Nc1ccccc1,Amidation,,,,,,,,,cx0692a-cx1379e,2024-09-04,,,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1379_C_501_CHIKV_MacB-x0300+A+401+1,RRJMGDPCLBVSAU-UHFFFAOYSA-N,290.0,1570.0,1402.0,YTZ9jp,O=C(Nc1ccccc1)c1ccc(CO)c2c1OCCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1048.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/RRJMGDPCLBVSAU-UHFFFAOYSA-N/RRJMGDPCLBVSAU-UHFFFAOYSA-N_YTZ9jp_to_hippo.pkl.gz,1570.0,1558.0,cx0692a,cx1379e,True,2024-09-04 10:48:00,1.0
,,,,,,,,,,,cx0316a-cx1134a,2024-09-04,No routes found for C[C@@H](CCc1nc(Cn2ccccc2=O)no1)C(N)=NO.,NoSynthesisRoute,CHIKV_MacB-x1134_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,DFECMQYPBMNLBU-VIFPVBQESA-N,226.0,,,,C[C@@H](CCc1nc(Cn2ccccc2=O)no1)C(N)=NO,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,938.0,,,,cx1134a,cx0316a,False,2024-09-04 09:38:00,0.0
NC1COc2ccc(CO)cc21,CCOC(=O)COC,Ester_amidation,,,,,,,,,cx0969a-cx0692a,2024-09-04,,,CHIKV_MacB-x0692_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,ARCUOSJFSRBOMH-SNVBAGLBSA-N,342.0,2962.0,3.0,jBwSZs,COCC(=O)N[C@@H]1COc2ccc(CO)cc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1054.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/ARCUOSJFSRBOMH-SNVBAGLBSA-N/ARCUOSJFSRBOMH-SNVBAGLBSA-N_jBwSZs_to_hippo.pkl.gz,69392.0,1148.0,cx0692a,cx0969a,True,2024-09-04 10:54:00,1.0
,,,,,,,,,,,cx0477a-cx1316a,2024-09-04,No routes found for CO[C@@](N)(O)c1cn(CCO)nc1O.,NoSynthesisRoute,CHIKV_MacB-x0477_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1316_A_401_CHIKV_MacB-x0300+A+401+1,VSQQXNFZYOIUOE-ZETCQYMHSA-N,155.0,,,,CO[C@@](N)(O)c1cn(CCO)nc1O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,903.0,,,,cx0477a,cx1316a,False,2024-09-04 09:03:00,0.0
,,,,,,,,,,,cx0399a-cx0404a_copy,2024-09-04,No routes found for CN/C(=N/N)c1cc(COC)cc2cc[nH]c12.,NoSynthesisRoute,CHIKV_MacB-x0404_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0399_A_401_CHIKV_MacB-x0300+A+401+1,MARKGWABDNPQBB-UHFFFAOYSA-N,213.0,,,,CN/C(=N/N)c1cc(COC)cc2cc[nH]c12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,932.0,,,,cx0404a,cx0399a,False,2024-09-04 09:32:00,0.0
,,,,,,,,,,,cx1116a-cx0316a,2024-09-03,No routes found for C[C@H](c1ccc(N)nc1)c1nc(Cn2ccccc2=O)no1.,NoSynthesisRoute,CHIKV_MacB-x1116_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,DEYCAJGWGSVJCX-SNVBAGLBSA-N,96.0,,,,C[C@H](c1ccc(N)nc1)c1nc(Cn2ccccc2=O)no1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1813.0,,,,cx1116a,cx0316a,False,2024-09-03 18:13:00,0.0
,,,,,,,,,,,cx1278a-cx0404a,2024-09-04,No routes found for CON(C)C(=O)[C@H]1[C@@H](CCCN)C[C@@H]1NN.,NoSynthesisRoute,CHIKV_MacB-x0404_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,COSHVWJCGUMIHF-CIUDSAMLSA-N,105.0,,,,CON(C)C(=O)[C@H]1[C@@H](CCCN)C[C@@H]1NN,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,838.0,,,,cx0404a,cx1278a,False,2024-09-04 08:38:00,0.0
NCc1cccs1,Cn1c(N)nc2cccc(Br)c21,Buchwald-Hartwig_amination,,,,,,,,,CHIKVMac-DLS-DF005,2024-09-03,,,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1203_A_304_CHIKV_MacB-x0300+A+401+1,DGASNXVGKHJXGC-UHFFFAOYSA-N,13.0,2541.0,1573.0,P8QupC,Cn1c(N)nc2cccc(NCc3cccs3)c21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx1454a_apo-desolv.pdb,1903.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/DGASNXVGKHJXGC-UHFFFAOYSA-N/DGASNXVGKHJXGC-UHFFFAOYSA-N_P8QupC_to_hippo.pkl.gz,6886.0,4939.0,cx0892a,cx1203a,True,2024-09-03 19:03:00,1.0
,,,,,,,,,,,cx0935a-cx1379g,2024-09-04,No routes found for CN1c2cccc(CO)c2O[C@H](O)[C@H]1Nc1ccc(O)cc1.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1379_D_401_CHIKV_MacB-x0300+A+401+1,NFWYJGDOYHNCOW-HOTGVXAUSA-N,337.0,,,,CN1c2cccc(CO)c2O[C@H](O)[C@H]1Nc1ccc(O)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1034.0,,,,cx0935a,cx1379g,False,2024-09-04 10:34:00,0.0
,,,,,,,,,,,cx0894a-cx1445a,2024-09-04,No routes found for On1cnc2cccc(Cl)c21.,NoSynthesisRoute,CHIKV_MacB-x1445_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0894_A_401_CHIKV_MacB-x0300+A+401+1,CXRILINLDQBJHL-UHFFFAOYSA-N,237.0,,,,On1cnc2cccc(Cl)c21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,944.0,,,,cx1445a,cx0894a,False,2024-09-04 09:44:00,0.0
Cn1cc(C(=O)O)c2cccc(C(=O)O)c21,CN,Amidation,CNC(=O)c1cn(C)c2c(C(=O)O)cccc12,CN,Amidation,,,,,,cx0399b-cx0270a,2024-09-04,,,CHIKV_MacB-x0399_A_402_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,UQJZJBUURJWCJN-UHFFFAOYSA-N,270.0,10000.0,7629.0,wdA5Zb,CNC(=O)c1cn(C)c2c(C(=O)NC)cccc12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1445.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/UQJZJBUURJWCJN-UHFFFAOYSA-N/UQJZJBUURJWCJN-UHFFFAOYSA-N_wdA5Zb_to_hippo.pkl.gz,10032.0,7057.0,cx0399b,cx0270a,True,2024-09-04 14:45:00,2.0
,,,,,,,,,,,cx0316a-cx1410a,2024-09-04,No routes found for C[C@H]1c2onc(Cn3ccccc3=O)c2O[C@@]12CC[C@@H]1N[C@H](N)S[C@@H]1C2.,NoSynthesisRoute,CHIKV_MacB-x1410_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,OCIZHOWOTDTEMW-CKQAUIEASA-N,229.0,,,,C[C@H]1c2onc(Cn3ccccc3=O)c2O[C@@]12CC[C@@H]1N[C@H](N)S[C@@H]1C2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,940.0,,,,cx1410a,cx0316a,False,2024-09-04 09:40:00,0.0
,,,,,,,,,,,cx0300a-cx0353a,2024-09-04,No routes found for CN[C@H]1NCCC[C@@]12N[C@H](C(=O)N[C@@H]1CCC(=O)NC1)CS2.,NoSynthesisRoute,CHIKV_MacB-x0353_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,HKECIZNSIKPBMT-OAACRXHESA-N,190.0,,,,CN[C@H]1NCCC[C@@]12N[C@H](C(=O)N[C@@H]1CCC(=O)NC1)CS2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,921.0,,,,cx0353a,cx0300a,False,2024-09-04 09:21:00,0.0
Nc1nc2ccc(F)cc2nc1Cl,CN,N-nucleophilic_aromatic_substitution,,,,,,,,,cx0839a-cx1410a,2024-09-04,,,CHIKV_MacB-x1410_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0839_A_401_CHIKV_MacB-x0300+A+401+1,NEMWMYMPRDCSAZ-UHFFFAOYSA-N,164.0,2196.0,871.0,YYvxj2,CNc1nc2cc(F)ccc2nc1N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,925.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/NEMWMYMPRDCSAZ-UHFFFAOYSA-N/NEMWMYMPRDCSAZ-UHFFFAOYSA-N_YYvxj2_to_hippo.pkl.gz,2198.0,1758.0,cx1410a,cx0839a,True,2024-09-04 09:25:00,1.0
CNN,CN(C)CCCNc1cccc(CCl)c1,Nucleophilic_substitution_with_amine,,,,,,,,,cx0312a-cx1213b,2024-09-04,,,CHIKV_MacB-x0312_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1213_A_402_CHIKV_MacB-x0300+A+401+1,OLQDFRKRSFBPML-UHFFFAOYSA-N,265.0,2276.0,916.0,4JWbQk,CNNCc1cccc(NCCCN(C)C)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1818.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/OLQDFRKRSFBPML-UHFFFAOYSA-N/OLQDFRKRSFBPML-UHFFFAOYSA-N_4JWbQk_to_hippo.pkl.gz,2406.0,2021.0,cx0312a,cx1213b,True,2024-09-04 18:18:00,1.0
,,,,,,,,,,,cx1203a-cx0406a,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x1203_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,UBUICWLROHQCMP-QWRGUYRKSA-N,159.0,,,,Cn1c(N)nc2ccc([C@@H]3CCC[C@H]3CO)cc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,905.0,,,,cx1203a,cx0406a,False,2024-09-04 09:05:00,0.0
,,,,,,,,,,,cx1371a-cx1402a,2024-09-03,No routes found for Clc1ccc2c3c(nccc13)N=C2.,NoSynthesisRoute,CHIKV_MacB-x1371_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1402_A_401_CHIKV_MacB-x0300+A+401+1,ZYGPPXFTVXWIOA-UHFFFAOYSA-N,43.0,,,,Clc1ccc2c3c(nccc13)N=C2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1747.0,,,,cx1371a,cx1402a,False,2024-09-03 17:47:00,0.0
,,,,,,,,,,,cx0892a-cx0281a,2024-09-03,No routes found for Cn1nccc1C(=O)NC[C@@H]1CC[C@@]2(NCNN2)S1.,NoSynthesisRoute,CHIKV_MacB-x0892_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0281_C_304_CHIKV_MacB-x0300+A+401+1,ZNHLZZKVXUVQKY-KWQFWETISA-N,20.0,,,,Cn1nccc1C(=O)NC[C@@H]1CC[C@@]2(NCNN2)S1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1735.0,,,,cx0892a,cx0281a,False,2024-09-03 17:35:00,0.0
